微博内容,创建时间,微博来源,微博地址,用户昵称,粉丝数,性别,地域,认证类型,是否转发,原微博内容,原微博来源,原微博创建时间,原微博用户昵称,原微博地址
按照目前形势发展下去的话，接下来公关公司即将发布白百合离婚声明，如果没发，那么陈羽凡即将发声: 我们全家人决定原谅这个敢于承担知错就改的好女人，感谢网友关心，我们一家人风雨同舟。 ???,2017-04-12 18:11,iPhone 6 Plus,http://weibo.com/2431974872/EEbuQ5YC1,疗心恋人,686615,女,广东 深圳,名人认证,转发,女生在恋爱中的一些禁区，男生们好好看看。 ?,微博 weibo.com,2017-04-12 18:01,女皇笔录,http://weibo.com/3189361454/EEbqFf8c5
#深圳惠民团车节#  别送白百合了！送车吧！ ?,2017-04-12 18:11,微博 weibo.com,http://weibo.com/2445730697/EEbuOywVQ,团车网,12087,男,北京,企业认证,原创,,,,,
白百合离婚声明 看到一个做台式柠檬虾视频，还有吃柠檬虾的方法，看起来很好吃的样子，分享给大家 . ???? http://t.cn/RXPLz3I ?,2017-04-12 18:10,即刻笔记,http://weibo.com/2505955900/EEbujjmTR,美食诱惑馆,1582436,女,广东,名人认证,原创,,,,,
白百合离婚声明 半推半就，欲拒还迎！ ???? ???? http://t.cn/RUjUugg ?,2017-04-12 18:10,微博 weibo.com,http://weibo.com/2588026584/EEbuqFo9q,电影资源攻略,1796048,女,广东,普通用户,原创,,,,,
转发微博,2017-04-12 18:09,iPhone 7,http://weibo.com/2756010732/EEbugEjU5,王策营销名家,74845,男,山东 青岛,名人认证,转发,网友说：女人出不出轨，取决于她的男人；男人出不出轨，取决于有没有机会！你怎么看? ????#白百合出轨# #白百何出轨#  #白百何被曝出轨# ?,微博 weibo.com,2017-04-12 15:37,总裁语录,http://weibo.com/1940798632/EEausmS83
#白百合离婚声明# 按照目前形势发展下去的话，接下来公关公司白百何工作室即将发布白百合离婚声明，如果没发，那么陈羽凡即将发声: 我们全家人决定原谅这个敢于承担知错就改的好女人，感谢网友关心，我们一家人风雨同舟。目前网络疯传王珞丹微博沦陷，再到 陈羽凡白百何…… ?[挖鼻] ???娱乐圈的套...全文： http://m.weibo.cn/2559339793/4095772566357705 ?,2017-04-12 18:08,实用技能菌Android,http://weibo.com/2559339793/EEbtSqFVD,实用技能菌,140979,女,广东 广州,名人认证,原创,,,,,
白百合出轨，会有人说陈羽凡，在家不好好打扮自己 整天像个黄脸夫一样，看着就没性欲 出个轨而已，肯定是逢场作戏，她记得回家就好了呗，女人总会要有一点新鲜感的，等她新鲜感过了 ，男人嘛应该有点包容心 好好打扮打扮自己 女人出轨 说明你不够魅力！如果没人这么说，那这还是男权社会，没毛病。 ?,2017-04-12 18:08,iPhone 7,http://weibo.com/1632281134/EEbtBhPS9,人体模特优璇,246141,女,海外,名人认证,原创,,,,,
白百合跟陈羽凡的事儿，我觉得出轨未必就是某一方问题，大家看热闹就看，没必要上升到人生攻击，这年头谁心里没点跟荤腥有关的小秘密，都是凡人，谁也不能吃一辈子白米饭。 ?,2017-04-12 18:05,iPhone 7,http://weibo.com/1238726334/EEbsqhuIg,烟花妹妹,576799,女,海外,名人认证,原创,,,,,
好好人艾特我，我坚决不评论！,2017-04-12 18:05,iPhone 6 Plus,http://weibo.com/1282282193/EEbsF3Yzb,陈朝华,2205871,男,北京 东城区,名人认证,转发,#白百合出轨#昨天刚出席#外科风云#的新剧发布会，今天就被曝婚内出轨，时间点卡得有点微妙。记者提问是否会带老公和孩子上综艺，白百何反问“你觉得我们家老陈像是会上综艺节目的吗”并大方承认“在家我带孩子比较多”。从“我们家老陈“到被爆出轨，有时候连24小时都不需要~#失恋33天有毒# ...全文： http://m.weibo.cn/5925617199/4095759018649312 ?,秒拍网页版,2017-04-12 17:15,北京时间,http://weibo.com/5925617199/EEb81Ai52
明知道卓伟在泰国做试管婴儿，还跑去泰国约会[doge][doge],2017-04-12 18:04,iPhone 5s,http://weibo.com/1314124034/EEbs7mweV,白水君v,1438,男,广西,名人认证,转发,#白百何被曝出轨# #卓伟12年大料# #全明星直播# 独家爆料白百合与某小鲜肉同游泰国，两人在泳池边戏水动作十分亲密，在白百合的撩拨下，小鲜肉更是起了生理反应，画面实在尴尬辣眼不可描述，完整视频戳→http://t.cn/RXw5nzO 不过在娱乐圈中白百何陈羽凡一直是模范夫妻，现在闹这么一出究竟是怎么回事...全文： http://m.weibo.cn/5979322930/4095683004675289 ?,微博 weibo.com,2017-04-12 12:13,Live全明星直播,http://weibo.com/5979322930/EE99qjCfT
陈羽凡白百何取关，他俩微博从去年八月份就相互取关了，这套路有点和陈赫张子萱相似，会不会接下来白百何工作室就该出白百合离婚声明[doge]然后上综艺洗白，文章姚笛哭着说当初我咋没想到这招。 ???,2017-04-12 18:03,iPhone 7 Plus,http://weibo.com/2818676075/EEbrvwEWq,极品扒哥,116496,男,北京,普通用户,原创,,,,,
更多娱乐八卦请关注@娱十八,2017-04-12 18:02,,http://weibo.com/2218404210/EEbrepVRZ,變態教授,418832,男,其他,普通用户,转发,目测接下来白百何公关公司即将发布白百合离婚声明，如果没发，那么陈羽凡即将发声: 我们全家人都会决定原谅这个敢于承担知错就改的好女人，感谢网友关心，我们一家人风雨同舟[笑cry][笑cry][笑cry]#白百合离婚声明##白百合陈羽凡##陈羽凡发表声明# ?,iPhone 6s,2017-04-12 17:29,娱十八,http://weibo.com/5979128932/EEbe2sRzq
白百何还是白百合？今天这款爆的名字都顾不上了，白百合离婚声明有没有还是未知，就已经是炒到热搜首位了，弄的我过会儿就要看一眼，说实话，又是抽烟又是和小鲜肉玩激凸诱惑，小妞，那点儿电影积累的好感都没了，#白百合离婚声明##白百何出轨# 出来混红了这么多年，总该要还的，不过据说陈羽凡出轨也...全文： http://m.weibo.cn/1062762264/4095770586525837 ?,2017-04-12 18:01,华为麦芒4,http://weibo.com/1062762264/EEbqGrnFr,扒鲜王,195420,男,北京 朝阳区,名人认证,原创,,,,,
白百合离婚声明还没发，就爆出了陈羽凡出轨的料。感觉是一对江湖儿女在华山论剑，现在就看谁沉不住气率先发声了。 ?,2017-04-12 18:00,iPhone 7 Plus,http://weibo.com/1676976974/EEbqjmjsF,汽车自驾游杂志社,97483,男,辽宁 大连,媒体认证,原创,,,,,
白百合离婚声明啥时候发？她之前离没离婚我不知道，但这个新闻一出，她百分之百离婚，出轨这种事，能被原谅的永远是男人，请参考文章，林丹，陈思成，换做女人出轨没有任何男人会原谅的。 ?,2017-04-12 18:00,微博 weibo.com,http://weibo.com/1949691400/EEbquzSH3,剧透王,1442679,男,北京 朝阳区,名人认证,原创,,,,,
其实他俩各玩各的,2017-04-12 18:00,微博搜索,http://weibo.com/1392488063/EEbqieaRX,芯八客,12557,男,广东 深圳,名人认证,转发,按照目前形势发展下去的话，接下来公关公司即将发布白百合离婚声明，如果没发，那么陈羽凡即将发声: 我们全家人决定原谅这个敢于承担知错就改的好女人，感谢网友关心，我们一家人风雨同舟。 ???,iPhone 7,2017-04-12 13:15,鉴婊君,http://weibo.com/5505234388/EE9yNujBn
出轨竟然是场阴谋！[吃惊],2017-04-12 17:59,iPhone 7 Plus,http://weibo.com/2645833223/EEbqbEAXm,南京头条,1283887,男,江苏 南京,名人认证,转发,#白百何出轨# #卓伟12年大料#  #白百何离婚声明#  震惊！白百合出轨居然是一场“”阴谋“”！幕后黑手居然是他... http://t.cn/RXwez5o ?,微博 weibo.com,2017-04-12 17:45,夹生潘西,http://weibo.com/3034705147/EEbkt9g2f
白百合是谁？ ?,2017-04-12 17:59,华为Ascend Mate7,http://weibo.com/1947792782/EEbpRxtVC,新金融观察报,156740,男,天津 河西区,媒体认证,原创,,,,,
不错！娱乐圈曝一次热点，我就能毫不费力的恶补很多娱乐八卦。看了一圈娱乐圈微博，从白百合到陈凡羽，从彭于晏到到王珞丹，接着是张爱鹏，最后到了失恋33天。真魔咒？白百合出轨不是第一次，陈羽凡浑身发绿光，彭于晏再次被提起，王珞丹说春天来了……到底谁最黑？谁被黑？[哈哈][哈哈]#白百何出轨#...全文： http://m.weibo.cn/1153588720/4095769562427300 ?,2017-04-12 17:57,Q517918·iPhone 7,http://weibo.com/1153588720/EEbp2abs0,贵族乞丐,449159,男,山东 威海,名人认证,原创,,,,,
我和我们家的猫过得挺好的[喵喵],2017-04-12 17:56,微博 weibo.com,http://weibo.com/2567198343/EEboDF3RU,动漫节操君,1393367,男,海外 蒙古,名人认证,转发,回顾了下白百合参演影视作品的经典台词，现在看来总是有点微妙的感觉...... ?,微博 weibo.com,2017-04-12 17:04,神吐槽娘娘,http://weibo.com/1748466473/EEb3zgihg
卓伟爆#白百何出轨# 据全明星探，白百何日前赴泰国会面神秘男，贴面喂食泳池边嬉戏，被曝出轨。 如果真的是，????那么电影失恋33天的剧组真牛逼了，姚笛，文章，白百合，马伊琍，陈羽凡，张子萱 ????,2017-04-12 17:54,即刻笔记,http://weibo.com/2511772174/EEbnOydb5,最牛GIF图库,253298,男,广东 广州,普通用户,原创,,,,,
"之前在《向往的生活》，#白百何# 跟何炅聊的一番育儿道理，还觉得蛮诚恳的[闭嘴]。
估计白百何工作室还不知如何回应，结果#陈羽凡# 也被曝出轨，真是帮忙了[哆啦A梦汗]。
不论如何，情感细腻的双鱼和天蝎，希望你们能保护好孩子[心]。
#白百何出轨张爱朋# #白百合离婚声明# http://t.cn/RXwY1H8 ?",2017-04-12 17:54,微博 weibo.com,http://weibo.com/1757131563/EEbnP80PD,占卜师安娜,890354,女,海外 美国,名人认证,原创,,,,,
吃瓜中[吃惊]//@怎么可能都是你的：我还挺喜欢她的电影的，没想到这么多黑料！,2017-04-12 17:53,,http://weibo.com/2182038504/EEbnC6WHp,我的前任是极品,14774568,女,广东 深圳,名人认证,转发,【今日深八】偷东西、出轨、家暴？！这可能是关于白百合最全的爆料！不过，据说这件事还没完！！！ ?,微博 weibo.com,2017-04-12 17:24,开八,http://weibo.com/6010925285/EEbbS4aP1
#白百合离婚声明# 按照目前形势发展下去的话，接下来公关公司白百何工作室即将发布白百合离婚声明，如果没发，那么陈羽凡即将发声: 我们全家人决定原谅这个敢于承担知错就改的好女人，感谢网友关心，我们一家人风雨同舟。目前网络疯传王珞丹微博沦陷，再到 陈羽凡白百何…… ?[挖鼻] ???娱乐圈的套...全文： http://m.weibo.cn/2559339793/4095768731630323 ?,2017-04-12 17:53,实用技能菌Android,http://weibo.com/2559339793/EEbnH6Q7x,实用技能菌,140979,女,广东 广州,名人认证,原创,,,,,
白百合他们的行为真的极其检点了 要我根本不可能在jj ?,2017-04-12 17:50,iPhone 7 Plus,http://weibo.com/1723515917/EEbmtsrTx,戴旖璇,16623,女,北京 朝阳区,名人认证,原创,,,,,
吃瓜中//@别说话你烦不烦：哈哈哈哈哈哈哈哈 果真 扒得好,2017-04-12 17:49,iPhone 7 Plus,http://weibo.com/1583124707/EEbm3bVUZ,我的极品评论,1480345,女,香港 中西区,普通用户,转发,【今日深八】偷东西、出轨、家暴？！这可能是关于白百合最全的爆料！不过，据说这件事还没完！！！ ?,微博 weibo.com,2017-04-12 17:24,开八,http://weibo.com/6010925285/EEbbS4aP1
转发微博,2017-04-12 17:48,360安全浏览器,http://weibo.com/1825650315/EEblKh8HZ,广州网,178446,女,广东 广州,网站认证,转发,今天被#白百合#出轨的新闻刷屏了，看一个经典的TED演讲《重新认识出轨行为》。你就会明白为什么有人会出轨，我们明明可以离婚，为什么还要搞婚外恋呢？出轨到底意味着什么？[摊手]http://t.cn/Rff4Rau ?,微博 weibo.com,2017-04-12 16:04,娱乐情报媛,http://weibo.com/2855143392/EEaFiBRFB
"卓伟：我来抓人了！
文章：敌人消失！
张子萱：小心草丛！
姚笛：回防高地！ ????
马伊俐：猥琐发育，别浪！
白百合：请求支援！
First blood！double kill！triple kill！quadra kill ！penta kill！
ace！！！失恋33天战队团灭！#白百合被曝婚内出轨# ?",2017-04-12 17:46,iPhone 7,http://weibo.com/1806201972/EEbkM1f2M,电视眼,146763,男,香港 中西区,名人认证,原创,,,,,
万能的淘宝，人人都是带货王！网上一传#白百合#出轨的新闻，然后的事情我就知道了[doge][doge] ????,2017-04-12 17:44,微博 weibo.com,http://weibo.com/1757138607/EEbjXuzmg,麻瓜娱乐少女,649175,女,海外 其他,名人认证,原创,,,,,
值得一看[赞]//@贼咕家的米粒儿: 面对出轨，重生和成长才是最重要的//@耿晓庆er: 厉害 [good][good],2017-04-12 17:44,微博 weibo.com,http://weibo.com/2709577332/EEbk8qeiZ,Happy张江,9472226,女,上海,名人认证,转发,今天被#白百合#出轨的新闻刷屏了，看一个经典的TED演讲《重新认识出轨行为》。你就会明白为什么有人会出轨，我们明明可以离婚，为什么还要搞婚外恋呢？出轨到底意味着什么？[摊手]http://t.cn/Rff4Rau ?,微博 weibo.com,2017-04-12 16:04,娱乐情报媛,http://weibo.com/2855143392/EEaFiBRFB
#白百合离婚声明# 为何还没来，今天热搜牛逼了，全是白百何相关，王珞丹还无辜躺枪，小妞又是抽烟，又是让小鲜肉激凸，我想再也不会爱了，你是没给《失恋33天》留下一棵独苗呀，非得玩的这么绝呢，离吧离吧，陈羽凡你要是原谅就不是男人。[生病] ?,2017-04-12 17:43,搜狗高速浏览器,http://weibo.com/1062762264/EEbjD8qLP,扒鲜王,195420,男,北京 朝阳区,名人认证,原创,,,,,
目测接下来白百何公关公司即将发布白百合离婚声明，如果没发，那么陈羽凡即将发声: 我们全家人都会决定原谅这个敢于承担知错就改的好女人，感谢网友关心，我们一家人风雨同舟[笑cry][笑cry][笑cry] ?,2017-04-12 17:42,搜狗高速浏览器,http://weibo.com/1687884247/EEbjgkCnp,最热电影君,234260,女,云南,名人认证,原创,,,,,
白百何出轨对象被爆叫张爱朋，白百何出轨张爱朋，张爱朋是王瑞儿家暴前男友 除了白百何视频等了一下午白百何工作室怎么还不出 白百合离婚声明呢，连王珞丹微博沦陷了都，还被扒出 陈羽凡白百何取关 已经是去年八月份的事情，据说更大的八卦是卓伟明天要爆 陈羽凡出轨 ！真是的好一场大戏呢，看来真是各玩各的 ?,2017-04-12 17:40,微博 weibo.com,http://weibo.com/2103460752/EEbigAcnP,娱嬷嬷,833601,女,北京 朝阳区,普通用户,原创,,,,,
按照目前形势发展下去的话，接下来公关公司即将发布白百合离婚声明，如果没发，那么陈羽凡即将发声: 我们全家人决定原谅这个敢于承担知错就改的好女人，感谢网友关心，我们一家人风雨同舟。 ??? #白百何出轨# ?,2017-04-12 17:39,微博 weibo.com,http://weibo.com/2573429145/EEbhRs7wy,校花笔记,133309,女,上海 黄浦区,名人认证,原创,,,,,
更多娱乐八卦请关注@娱十八,2017-04-12 17:38,口味酱的iPhone,http://weibo.com/2178690247/EEbhDiSIJ,口味酱,2281251,女,香港,名人认证,转发,目测接下来白百何公关公司即将发布白百合离婚声明，如果没发，那么陈羽凡即将发声: 我们全家人都会决定原谅这个敢于承担知错就改的好女人，感谢网友关心，我们一家人风雨同舟[笑cry][笑cry][笑cry]#白百合离婚声明##白百合陈羽凡##陈羽凡发表声明# ?,iPhone 6s,2017-04-12 17:29,娱十八,http://weibo.com/5979128932/EEbe2sRzq
当然是选择原谅她,2017-04-12 17:38,微博weibo.com,http://weibo.com/1896958363/EEbhk48Xo,时尚-星座-心语,281935,女,北京 朝阳区,普通用户,转发,《今天失恋33天终于全体阵亡》 #元来如此##白百合出轨# http://t.cn/RXwEeQU ?,微博 weibo.com,2017-04-12 16:34,易合元台,http://weibo.com/6095821492/EEaRA7hEl
网上一传白百合出轨的新闻，然后的事情我就知道了[doge][doge] ?,2017-04-12 17:37,微博 weibo.com,http://weibo.com/1956700750/EEbh7o8yv,电商报,2121069,男,广东 深圳,媒体认证,原创,,,,,
[哈哈][哈哈][哈哈],2017-04-12 17:36,微博 weibo.com,http://weibo.com/2191319813/EEbgJ8k40,重庆吃喝玩乐精选,431746,女,重庆 渝中区,名人认证,转发,#重庆生活# 重庆人不怎么讨论白百合，因为这三个字读起来有点打脑壳。怎么读，beibeihuo？[笑cry][笑cry]你的爱豆用重庆话念啥子？[喵喵][笑cry] ?,微博 weibo.com,2017-04-12 17:01,人人爱重庆,http://weibo.com/1600273870/EEb2pvUXE
《白百合独自去偷欢，陈羽凡失恋33天》 http://t.cn/RXwdxud ?,2017-04-12 17:32,微博 weibo.com,http://weibo.com/1820494673/EEbfeFo57,虐心音乐厅,170704,女,广东 广州,名人认证,原创,,,,,
如果白百合出轨，那么电影失恋33天的剧组真牛逼了，姚笛，文章，白百合，马伊琍，陈羽凡，张子萱通通都出轨了！#白百何出轨# ?,2017-04-12 17:30,nubia Z11 无边框手机,http://weibo.com/2382598485/EEben9DhS,风猪阿刁,7534,男,山东 烟台,高级达人,原创,,,,,
转发微博,2017-04-12 17:27,iPhone 6,http://weibo.com/2806862350/EEbd3AFPU,脑洞先生,1232426,男,四川,名人认证,转发,白百合出轨了！白百合工作室离婚声明！失恋33天的剧组太牛逼了。 ?,iPhone 7 Plus,2017-04-12 16:49,一句神回复,http://weibo.com/5045965455/EEaXMeIv4
 //@龚文祥:网友还继续爆料说：其实白百合的老公其实也是出轨了，大家各玩各的；白百合还和小鲜肉去日本旅游同居，也被卓伟拍到了，明天会公布视频。,2017-04-12 17:27,iPhone 6s,http://weibo.com/1426706044/EEbd1yzzP,天府开水,16228,男,四川 成都,名人认证,转发,娱乐明星面前人人都是侦探，1，有人挖出白百合疑似还出轨（）我不是潘金莲）的导演，并曾被打断腿；2，有人挖出白百合与羽泉去年8月就互相取关；3，有人挖出了今天白百合上微博的动态；4，有人挖出来其出轨对象的张爱朋的微博及朋友圈。吃瓜群众都是人肉高手 ?,iPhone 7 Plus(亮黑色),2017-04-12 15:36,龚文祥,http://weibo.com/1649155730/EEau0BJ2a
"【白百合出轨】据全明星探，白百何日前赴泰国会面神秘男，贴面喂食泳池边嬉戏，被曝出轨。该男子与白百何在泳池边玩耍，白百何耐心为男子拍多张照片，两人亲密贴耳交谈。随后，男子竟在泳池边发生生理反应，白百何拿手戳向男子下身。随后又靠在白百何手臂，白百何转头亲了一口。

外遇，不管是外遇的原...全文： http://m.weibo.cn/2030759275/4095762072283895 ?",2017-04-12 17:27,微博 weibo.com,http://weibo.com/2030759275/EEbcX9A91,关注雄安,66859,女,北京 崇文区,普通用户,原创,,,,,
#白百合发表离婚声明# 白百合和王珞丹真的很像，不是他们其中一个人的唯爱，恐怕很难认清谁是谁吧！姐姐会帮妹妹吗？白百合还有翻身机会吗？总会做出回应的吧！现在只有一个字，等！！#王珞丹撞脸白百合# ?,2017-04-12 17:26,微博 weibo.com,http://weibo.com/1997859595/EEbcPakh6,114啦网址导航,57016,女,广东,企业认证,原创,,,,,
发布了头条文章：《白百合从月亮金星水瓶转火星土星天蠍到太阳水星双鱼的人生历程》 http://t.cn/RXwrJnt ?,2017-04-12 17:25,微博 weibo.com,http://weibo.com/1840711543/EEbcbh29c,孟浩老師,607813,男,北京 朝阳区,名人认证,原创,,,,,
按照目前形势发展下去的话，接下来公关公司即将发布白百合离婚声明，如果没发，那么陈羽凡即将发声: 我们全家人决定原谅这个敢于承担知错就改的好女人，感谢网友关心，我们一家人风雨同舟。 ?,2017-04-12 17:25,微博 weibo.com,http://weibo.com/2030759275/EEbc6feeq,关注雄安,66859,女,北京 崇文区,普通用户,原创,,,,,
我不追星。我看过多部白百合演的戏，演技真心不错。于是，百度了一下。其实，白百合这个时候应该站出来，非白即黑，就这么简单，因为出轨婚外情三角恋劈腿等等并不是明星的专利 #白百何出轨##白百合被曝婚内出轨##白百合出轨张爱朋##乞丐说事# ?,2017-04-12 17:23,Q517918·iPhone 7,http://weibo.com/1153588720/EEbbydC4Y,贵族乞丐,449159,男,山东 威海,名人认证,原创,,,,,
#白百何离婚声明#枕边游戏年度回馈微博粉丝，特别派发15元红包，在天猫官方旗舰店全店通用，还有更多赠品活动，多买多送，快进来看看哦~http://t.cn/RXwQiCM,2017-04-12 17:21,微博搜索,http://weibo.com/2417761744/EEbaCClZK,枕边游戏官方微博,2433,女,广东 广州,企业认证,转发,目测接下来白百何公关公司即将发布白百合离婚声明，如果没发，那么陈羽凡即将发声: 我们全家人都会决定原谅这个敢于承担知错就改的好女人，感谢网友关心，我们一家人风雨同舟[笑cry][笑cry][笑cry] ?,,2017-04-12 13:25,八卦娱公,http://weibo.com/2297594122/EE9CQqMu9
#白百合# 厉害了我的最高法 ?,2017-04-12 17:17,,http://weibo.com/2244355283/EEb90rc7Y,电影纵贯线,3335950,女,海外 其他,名人认证,原创,,,,,
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈//@MISS-HuangZhenni: 很6！,2017-04-12 17:15,微博 weibo.com,http://weibo.com/1266709574/EEb83jTpG,夏影,2605562,男,海外 其他,名人认证,转发,#白百合出轨# 《失恋33天》这真是一个神奇的剧组，Penta Kill 团灭！ ?,微博 weibo.com,2017-04-12 14:13,电影费洛蒙,http://weibo.com/5658605798/EE9W9s0VN
#白百合出轨#野百合也有春天，更何况白百合[喵喵][二哈]http://t.cn/RXwBzXv ?,2017-04-12 17:15,360安全浏览器,http://weibo.com/1181410780/EEb83ExuU,伍洲彤,518704,男,北京 东城区,名人认证,原创,,,,,
#白百合被曝婚内出轨# 小清新毁了，票房毒药也废了（幸好绑架者在这之前放映的）；此类演员让我想到了姚笛，当时也是电视剧收视女王，不会在一夕之间跌入谷底，接下来的套路是销声匿迹，然后寻找时机。@白百何 还记得那年那个白衣天使叶春萌，这个名字和今天以前的白百何的人设完全符合。而现在。。只...全文： http://m.weibo.cn/1072962941/4095758825126260 ?,2017-04-12 17:14,微博 weibo.com,http://weibo.com/1072962941/EEb7IlvzC,烹小鲜观剧团,153754,女,北京 朝阳区,名人认证,原创,,,,,
网友还继续爆料说：其实白百合的老公其实也是出轨了，大家各玩各的；白百合还和小鲜肉去日本旅游同居，也被卓伟拍到了，明天会公布视频。,2017-04-12 17:10,微博 weibo.com,http://weibo.com/1649155730/EEb60ADyY,龚文祥,3948158,男,广东 深圳,名人认证,转发,娱乐明星面前人人都是侦探，1，有人挖出白百合疑似还出轨（）我不是潘金莲）的导演，并曾被打断腿；2，有人挖出白百合与羽泉去年8月就互相取关；3，有人挖出了今天白百合上微博的动态；4，有人挖出来其出轨对象的张爱朋的微博及朋友圈。吃瓜群众都是人肉高手 ?,iPhone 7 Plus(亮黑色),2017-04-12 15:36,龚文祥,http://weibo.com/1649155730/EEau0BJ2a
讲的很精彩[赞],2017-04-12 17:08,微博 weibo.com,http://weibo.com/2709577332/EEb5batmu,Happy张江,9472226,女,上海,名人认证,转发,今天被#白百合#出轨的新闻刷屏了，看一个经典的TED演讲《重新认识出轨行为》。你就会明白为什么有人会出轨，我们明明可以离婚，为什么还要搞婚外恋呢？出轨到底意味着什么？[摊手]http://t.cn/Rff4Rau ?,微博 weibo.com,2017-04-12 16:04,娱乐情报媛,http://weibo.com/2855143392/EEaFiBRFB
#白百合出轨##天涯海角恋爱月##陈羽凡终于说话了# ?,2017-04-12 17:07,360安全浏览器,http://weibo.com/1479773807/EEb57zNdn,网库股份,96437,女,北京,企业认证,原创,,,,,
#白百何出轨# #陈羽凡# 目测接下来白百何公关公司即将发布白百合离婚声明，如果没发，那么陈羽凡即将发声: 我们全家人都会决定原谅这个敢于承担知错就改的好女人，感谢网友关心，我们一家人风雨同舟。[笑cry] ?,2017-04-12 17:05,微博 weibo.com,http://weibo.com/1742956544/EEb41BXCz,成都吃喝玩乐网,28641,女,四川 成都,网站认证,原创,,,,,
#1024微推荐# 白百合动情翻唱迪克牛仔金曲《你知道我在等你吗》，与原版完全不同，白百合演绎的温柔细腻，动人心弦，但是如今，#白百何出轨# 了[挖鼻] http://t.cn/RXwEArF ?,2017-04-12 17:04,iPhone 7 Plus,http://weibo.com/1923969675/EEb3O1x3o,河北音乐广播,1769394,女,河北 石家庄,媒体认证,原创,,,,,
回顾了下白百合参演影视作品的经典台词，现在看来总是有点微妙的感觉...... ?,2017-04-12 17:04,微博 weibo.com,http://weibo.com/1748466473/EEb3zgihg,神吐槽娘娘,1644830,女,海外 日本,普通用户,原创,,,,,
卓伟太TM没下线了，为了捧红艺人竟然收费把白百何出轨对象说成是张爱鹏，那TM明明是我吴静儿好不？作为一个导演、演员兼网红多才多艺长这样儿的我，往前向白百何求婚大家说怎么样？@白百何 #白百合离婚声明##白百何出轨张爱朋##白百何出轨# ?,2017-04-12 17:04,Android客户端,http://weibo.com/1606710527/EEb3EjaKy,吴静儿v,88930,男,海外 泰国,名人认证,原创,,,,,
#重庆生活# 重庆人不怎么讨论白百合，因为这三个字读起来有点打脑壳。怎么读，beibeihuo？[笑cry][笑cry]你的爱豆用重庆话念啥子？[喵喵][笑cry] ?,2017-04-12 17:01,微博 weibo.com,http://weibo.com/1600273870/EEb2pvUXE,人人爱重庆,995512,男,重庆 渝北区,名人认证,原创,,,,,
失恋33天火了！#白百合离婚声明# ？ 如何处理爱情？青们，多读点书吧！想遇见爱情，晚上八点半来找团妞聊一聊~ ?,2017-04-12 16:59,360安全浏览器,http://weibo.com/2630570525/EEb1yftpE,山东共青团,2158529,男,山东 济南,政府认证,原创,,,,,
#白百何出轨# 陈羽凡白百何取关 许久，按这个套路走应该看到白百合离婚声明 才对，但直到现在白百何工作室 依旧没有任何动态，倒是王珞丹微博先沦陷 了。一直不明白百何为何出轨，而且出轨的对象据说是网红王瑞儿 前任张爱朋，而王瑞儿曾自爆张爱朋打爆其假胸。真不明白这么一个男人哪里好？值得吗？ ?,2017-04-12 16:59,微博 weibo.com,http://weibo.com/1349656311/EEb1wcwdK,八卦名探,1841784,女,北京 朝阳区,名人认证,原创,,,,,
吃瓜群众们冷静下，失恋33天剧组是很牛，白百何出轨这个事儿去年就报道了，难道是我穿越了吗？这种炒作手法太没意思了吧[挖鼻][挖鼻][挖鼻] @白百何工作室 @新浪娱乐 http://t.cn/RXw3hoN,2017-04-12 16:59,iPhone 6s Plus,http://weibo.com/1189930352/EEb1JvGmA,潘祥A,30101,男,北京 西城区,普通用户,转发,【网传白百何曾婚内出轨】近日，被誉为“中国第一狗仔”的卓伟发博称，拍到某位女星出轨证据。不少草根娱乐大V剑指女星白百合。网友吐槽：如果白百合出轨，那么电影失恋33天的剧组真牛逼了，姚笛，文章，白百合，马伊琍，陈羽凡，张子萱[拜拜] ?,微博 weibo.com,2015-03-17 10:19,新浪四川娱乐频道,http://weibo.com/1656312067/C8WOghxiE
@白百何 @羽凡,2017-04-12 16:59,微博 weibo.com,http://weibo.com/1686030212/EEb1IkbRI,WinnieX,7070,男,北京 朝阳区,名人认证,转发,心疼羽凡 百合半价 @Wake http://t.cn/RXwuEje白百合 ?,Wake,2017-04-12 16:57,WinnieX,http://weibo.com/1686030212/EEb0Os5PS
-【TED演讲《重新认识出轨行为》】今天被白百合出轨新闻刷屏了，让我们看一段Ted演讲：为什么会有人出轨？如果我们可以离婚的话，为什么还要搞婚外恋呢？出轨意味着什么？也许从这个视频，你可以感悟到更多。 （分享自 @秒拍） http://t.cn/RtHn8wq ??? http://t.cn/RtHm8vK ?,2017-04-12 16:58,iPhone 6 Plus,http://weibo.com/1891330474/EEb15Bd9u,IT时报,753595,男,上海 黄浦区,媒体认证,原创,,,,,
白百合唱的《你知道我在等你吗》，当时还觉得不错，现在只是心疼张碧晨《歌手》总决赛的帮帮唱嘉宾是白百合。[笑cry][笑cry]http://t.cn/R5j0bkT ?,2017-04-12 16:58,iPhone 7 Plus,http://weibo.com/1644959107/EEb17lR66,谢娜张杰,722108,男,重庆 江北区,高级达人,原创,,,,,
心疼羽凡 百合半价 @Wake http://t.cn/RXwuEje白百合 ?,2017-04-12 16:57,Wake,http://weibo.com/1686030212/EEb0Os5PS,WinnieX,7070,男,北京 朝阳区,名人认证,原创,,,,,
